id,availability,condition,description,image_link,link,title,price,sale_price,brand
"198MB","in stock","new","Create perfectly flushed cheeks with this complexion-enhancing, high-quality pressed blush that provides you with a healthy glow, flattering every skin tone.

Blends well and layers exquisitely
Creates a natural, healthy-looking glow so skin looks renewed and flawless
Soft and luxurious texture in a satin-smooth, non-irritating formula
Instantly minimizes the look of imperfections and visible pores
Works well for women of all skin types and colors
Conditions the skin without clogging pores
","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/i/siesta.jpg","https://stage-glamazle.hyperx.cloud/motives-pressed-blush-siesta.html?___store=default","Motives Pressed Blush - Siesta","51.000000","29.000000","Motives"
"300FP","in stock","new","An innovative formula that targets pores, fine lines and wrinkles, Complexion Perfection Face Primer visibly reduces the appearance of imperfections for even-looking skin that is prepped and primed. This oil-free, smoothing formula extends the life of your foundation for the perfect, flawless look

Targets pores, fine lines and wrinkles for smoother-looking skin
Reduces the appearance of imperfections
Creates a barrier between your skin and foundation
Helps your makeup stay on longer
","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/i/single-tube.jpg","https://stage-glamazle.hyperx.cloud/motives-perfecting-face-primer.html?___store=default","Motives Perfecting Face Primer","73.000000","40.000000","Motives"
"302MAS","in stock","new","A setting spray that mists on weightlessly to control oil, deflect surface shine and keep skin looking beautifully matte. Oily skin has met its match! Keep your skin looking smooth &mdash; but never shiny &mdash; with this spray.

Helps control surface shine and absorb excess oil
Fewer required 'touch-ups' throughout the day
Helps reduce appearance of makeup smudging or creasing
Surface cooling technology holds temperature to avoid melting or sliding
Works with all types of makeup
Works great with 10 Years Younger Setting Spray
","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/i/single-bottle-4-fl-oz118-ml.jpg","https://stage-glamazle.hyperx.cloud/motives-no-more-shine-makeup-setting-spray.html?___store=default","Motives No More Shine Makeup Setting Spray","110.000000","19.000000","Motives"
"2SSF","in stock","new","Bringing the glamour of artists to everyday women, Motives Mavens Sculpt Series are essential contour palettes for creating flawless looks. Each palette includes four shades of cr&egrave;me foundation in warm and cool tones for contouring and highlighting. Handpicked by six of our Motives Mavens social media beauty sensations, these palettes give you the tools to master the art of facial sculpting.

Chosen by six Motives Mavens as essential shades for sculpting the face
Four shades of cr&egrave;me foundation in each palette for&nbsp;enhancing your natural features
Perfectly sized for on-the-go application
","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/f/i/fire-warmyellow-undertones.jpg","https://stage-glamazle.hyperx.cloud/motives-mavens-sculpt-series-fire-warm-yellow-undertones.html?___store=default","Motives Mavens Sculpt Series - Fire (Warm/Yellow Undertones)","129.000000","50.000000","Motives"
"1SSI","in stock","new","Bringing the glamour of artists to everyday women, Motives Mavens Sculpt Series are essential contour palettes for creating flawless looks. Each palette includes four shades of cr&egrave;me foundation in warm and cool tones for contouring and highlighting. Handpicked by six of our Motives Mavens social media beauty sensations, these palettes give you the tools to master the art of facial sculpting.

Chosen by six Motives Mavens as essential shades for sculpting the face
Four shades of cr&egrave;me foundation in&nbsp;each palette&nbsp;for enhancing your natural features
Perfectly sized for on-the-go application
","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/i/c/ice-coolpink-undertones.jpg","https://stage-glamazle.hyperx.cloud/motives-mavens-sculpt-series-ice-cool-pink-undertones.html?___store=default","Motives Mavens Sculpt Series - Ice (Cool/Pink Undertones)","129.000000","50.000000","Motives"
"1LMT","in stock","new","This universal palette features eight gorgeous neutral shades created by our Motives Mavens. Everyone needs this palette in their beauty arsenal. With eight versatile and extremely wearable shades, it has everything you need for the perfect neutral eye. It all comes in a sleek compact that makes this palettes slim design perfect for travel, so you&rsquo;ll never have to be without these must-have shades.

Chosen by six Motives Mavens as must-have shades for every woman
Eight complementary shades in neutral and deep hues for creating multiple looks
Perfectly sized for glamorous looks on the go
","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/m/o/motives_mavens_element.jpg","https://stage-glamazle.hyperx.cloud/motives-mavens-element.html?___store=default","Motives Mavens Element","129.000000","60.000000","Motives"
"AMC_L6","in stock","new","The Linear 6, helps produce a wider line [about 5-6 mm] of product application. This patented brush can apply a continuous soft edge line of product along the upper or lower lash line. It is also useful for creating wider line patterns for special effects or patterned makeup. Artis brushes are made exclusively with CosmeFibre, a revolutionary engineered fibre made for applying cosmetic and makeup products.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/e/l/elite-mirror-linear-6.png","https://stage-glamazle.hyperx.cloud/artis-elite-mirror-collection-linear-6.html?___store=default","Artis ELITE Mirror Collection - Linear 6","218.000000","89.000000","Artis"
"893239000039","out of stock","new","A perfect daily shampoo for the whole family: Gently lifts away oil and product build-up. Active botanical agents (African Shea Butter, Hops, Nettle and Comfrey) condition and silkify without weighing hair down. Panthenol (Vitamin B5) restores elasticity and bounce. Paraben free; color &amp; keratin-treatment safe","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/i/k/ik_2.jpg","https://stage-glamazle.hyperx.cloud/philip-b-african-shea-butter-butter-gentle-conditioning-shampoo-2-fl-oz-60ml.html?___store=default","Philip B African Shea butter Butter Gentle & Conditioning Shampoo 2 fl oz/60ml ","60.000000","22.000000","Philip B"
"893239000053","in stock","new","Hydrates and softens hair with Shea Butter &amp; Panthenol (Vitamin B5) ,Refreshes and deep-cleans your scalp with 10% pure plant extracts of Pi&ntilde;on, Sage and Juniper Berry &ndash; a fresh, invigorating blend.Inspired by the Sangr&ecirc; de Cristo Mountains of Santa Fe Natural anti-bacterial botanicals gently clean without stripping Paraben free; color &amp; keratin-treatment safe","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/2/f/2f.jpg","https://stage-glamazle.hyperx.cloud/philip-b-scent-of-santa-fe-balancing-shampoo-2-fl-oz-60ml.html?___store=default","Philip B Scent of Santa Fe Balancing Shampoo 2 fl oz/60ml ","60.000000","22.000000","Philip B"
"TF-1771047","in stock","new","Discover a candy-coated confection of heart-shaped delights with 16 matte and shimmer shades in cool pops of color, sugary brights, and beautiful go-to neutrals—all infused with our chocolate-scented, antioxidant-rich cocoa powder formula. Chocolate Bon Bons is the third palette in our bestselling Chocolate Bar Eye Shadow Collection (and some might say the cutest!). We’ve included our signature Glamour Guide with three beauty looks to get you started, but don't stop there—the looks are limitless.

This set contains: 
- 16 x 0.03 oz Eye Shadow in Almond Truffle, Satin Sheets, Sprinkles, Molasses Chip, Malted, Cashew Chew, Cotton Candy, Café Au Lait, Bordeaux, Mocha, Black Currant, Dark Truffle, Pecan Praline, Totally Fetch, Earl Grey, Divinity 
- Glamour Guide ","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/b/o/bonbons-3.jpg","https://stage-glamazle.hyperx.cloud/too-faced-chocolate-bon-bons-palette.html?___store=default","Too Faced Chocolate Bon Bons Palette","260.000000","199.000000","Too Faced"
"893239000183","out of stock","new","Packed with plant and flower extracts, this light-weight conditioner tames frizz, seals split ends, and leaves hair silky and tangle-free.A rich, fortifying blend of African Shea Butter, Wheat Germ and Soy Proteins locks in moisture.Vitamin-rich essential oils (California Lemon, Orange, Lavender and Gardenia) give softness, shine and a sumptuous, fresh garden scent,color &amp; keratin-treatment safe","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/5/6/56456.jpg","https://stage-glamazle.hyperx.cloud/philip-b-light-weight-deep-conditioning-creme-rinse-pff-6-fl-oz-178ml.html?___store=default","Philip B Light-Weight Deep  Conditioning Crème Rinse - PFF 6 fl oz/178ml","140.000000","78.000000","Philip B"
"LC87","in stock","new","After setting the world on fire with liquid-to-matte Velvetines, Lime Crime does it again. This time, it's a classic bullet -- with a modern spin. Introducing PERLEES: the matte pearl lipstick. Bridging the gap between matte and metallic, PERLEES offer a soft pearlescent glow reminiscent of dusted pearls. Pigmented, lightweight formula clings to lips for an all-day wear, without drying them out. Easy-on, easy-off. Lush floral packaging reveals a bouquet of 90s-inspired shades - a real treat for lipstick lovers looking to enhance their collection with something different!","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/7/3/734_std_1448428816.png","https://stage-glamazle.hyperx.cloud/lime-crime-perless-lipstick-asphalt.html?___store=default","Lime Crime Perless Lipstick Asphalt","89.000000","10.000000","Lime Crime"
"ABH-definier-auburn","in stock","new","Thin: Use the sharpest point of the tip to create fine, hair-like strokes. Medium: Use the back side of the pencil to create thicker, hair-like strokes. Wide: Use the pencil on its side to create broad strokes.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/v/v/vv_1.jpg","https://stage-glamazle.hyperx.cloud/anastasia-beverly-hills-brow-definer-auburn.html?___store=default","Anastasia Brow Definer - Auburn","120.000000","105.000000","Anastasia"
"ABH-definier-taupe","in stock","new","Trace the pencil along the bottom edge of brows, then blend color upwards. Next, trace the pencil along the top edge of brows, then blend down. To sharpen, angle the nib over the back of your hand and apply repeated pressure until you reach the desired tip.This retractable mechanical pencil has a thick, triangular tip that outlines brows and fills sparse areas in one fluid motion. The smooth, creamy formula glides effortlessly to cover and define, while the soft-bristled end blends edges for a natural finish.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/t/t/tt.jpg","https://stage-glamazle.hyperx.cloud/anastasia-beverly-hills-brow-definer-taupe.html?___store=default","Anastasia Brow Definer - Taupe","120.000000","105.000000","Anastasia"
"ABH-definier-chocolate","in stock","new","Trace the pencil along the bottom edge of brows, then blend color upwards. Next, trace the pencil along the top edge of brows, then blend down. To sharpen, angle the nib over the back of your hand and apply repeated pressure until you reach the desired tip.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/h/ch_4.jpg","https://stage-glamazle.hyperx.cloud/anastasia-beverly-hills-brow-definer-chocolate.html?___store=default","Anastasia Brow Definer - Chocolate","120.000000","105.000000","Anastasia"
"ABH-definier-darkbrown","in stock","new","Trace the pencil along the bottom edge of brows, then blend color upwards. Next, trace the pencil along the top edge of brows, then blend down. To sharpen, angle the nib over the back of your hand and apply repeated pressure until you reach the desired tip.This retractable mechanical pencil has a thick, triangular tip that outlines brows and fills sparse areas in one fluid motion. The smooth, creamy formula glides effortlessly to cover and define, while the soft-bristled end blends edges for a natural finish.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/d/a/daa_1.jpg","https://stage-glamazle.hyperx.cloud/anastasia-beverly-hills-brow-definer-dark-brown.html?___store=default","Anastasia Brow Definer - Dark Brown","120.000000","105.000000","Anastasia"
"ABH-definier-ebony","in stock","new","Trace the pencil along the bottom edge of brows, then blend color upwards. Next, trace the pencil along the top edge of brows, then blend down. To sharpen, angle the nib over the back of your hand and apply repeated pressure until you reach the desired tip.This retractable mechanical pencil has a thick, triangular tip that outlines brows and fills sparse areas in one fluid motion. The smooth, creamy formula glides effortlessly to cover and define, while the soft-bristled end blends edges for a natural finish.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/e/b/eb.jpg","https://stage-glamazle.hyperx.cloud/anastasia-beverly-hills-brow-definer-ebony.html?___store=default","Anastasia Brow Definer - Ebony","120.000000","105.000000","Anastasia"
"725542","in stock","new","A super eye-catching color with cool tones that will keep you grounded.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/g/r/gr_1_3.jpg","https://stage-glamazle.hyperx.cloud/gerard-cosmetics-hydra-matte-liquid-lipstick-gravity.html?___store=default","Gerard Cosmetics Hydra-Matte Liquid Lipstick - Gravity","115.000000","34.500000","Gerard"
"725541","in stock","new","Gerard Cosmetics Hydra Matte Liquid Lipstick nourishes the lips whilst providing a fabulous boost of colour that will last all day long.Gluten and cruelty-free, Hydra Matte Liquid Lipstick sensationally drenches the lips in colour whilst simultaneously moisturising and hydrating. These beautifully designed lip stains apply like a liquid, effortlessly supplying a tender coverage that dries to a matte finish.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/m/a/maxresdefault_1.jpg","https://stage-glamazle.hyperx.cloud/gerard-cosmetics-hydra-matte-liquid-lipstick-ruby-slippers.html?___store=default","Gerard Cosmetics Hydra-Matte Liquid Lipstick - Ruby Slippers","115.000000","38.000000","Gerard"
"725530","in stock","new","Illuminate your features with this luxurious powder that will help you to exude the sensuality of one of Hollywood's biggest icons.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/g/e/ger.jpg","https://stage-glamazle.hyperx.cloud/gerard-cosmetics-star-powder-brigitte.html?___store=default","Gerard Cosmetics Star Powder - Brigitte","152.000000","46.000000","Gerard"
"doc-edd-Disco","out of stock","new","Each compact features its own complementing loose pigment and primer. The primer acts as a magnet to lock-in and enhance the loose pigment. Cruelty Free,Talc Free, Paraben Free ,Gluten Free.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/d/i/disco_jar600-639x434.jpg","https://stage-glamazle.hyperx.cloud/dose-of-colors-eye-deal-duo-disco.html?___store=default","Dose of Colors Eye Deal Duo - Disco","125.000000","50.000000","Dose of Colors"
"doc-edd-Frozen","in stock","new","Each compact features its own complementing loose pigment and primer. The primer acts as a magnet to lock-in and enhance the loose pigment. Cruelty Free,Talc Free, Paraben Free ,Gluten Free.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/f/r/fr_1_6.jpg","https://stage-glamazle.hyperx.cloud/dose-of-colors-eye-deal-duo-frozen.html?___store=default","Dose of Colors Eye Deal Duo - Frozen","125.000000","50.000000","Dose of Colors"
"doc-edd-Stellar","in stock","new","Each compact features its own complementing loose pigment and primer. The primer acts as a magnet to lock-in and enhance the loose pigment. Cruelty Free,Talc Free, Paraben Free ,Gluten Free.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/t/st_6.jpg","https://stage-glamazle.hyperx.cloud/dose-of-colors-eye-deal-duo-stellar.html?___store=default","Dose of Colors Eye Deal Duo - Stellar","125.000000","50.000000","Dose of Colors"
"doc-edd-LuckyStar","out of stock","new","Each compact features its own complementing loose pigment and primer. The primer acts as a magnet to lock-in and enhance the loose pigment. Cruelty Free,Talc Free, Paraben Free ,Gluten Free.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/l/u/lu_2.jpg","https://stage-glamazle.hyperx.cloud/dose-of-colors-eye-deal-duo-lucky-star.html?___store=default","Dose of Colors Eye Deal Duo - Lucky Star","125.000000","50.000000","Dose of Colors"
"ABH-definier-medbrown","in stock","new","How to Use- Trace the pencil along the bottom edge of brows, then blend color upwards. Next, trace the pencil along the top edge of brows, then blend down. To sharpen, angle the nib over the back of your hand and apply repeated pressure until you reach the desired tip.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/m/e/med_1.jpg","https://stage-glamazle.hyperx.cloud/anastasia-beverly-hills-brow-definer-medium-brown.html?___store=default","Anastasia Brow Definer - Medium Brown","120.000000","105.000000","Anastasia"
"SB-primeroil","out of stock","new","This revolutionary primer preps your skin for makeup in two different ways: it sits on top of the complexion to smooth its texture, while it absorbs directly into the skin to hydrate and boost moisturization. It reduces the appearance of dry, fine lines and leaves you with a glowing look. Featuring a specially formulated, lightweight blend of jojoba, arabica, and argan oils, it's also infused with soothing chamomile and lavender oils to calm the senses. Each is hand-picked for its known skin benefits.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/d/cdv.jpg","https://stage-glamazle.hyperx.cloud/smashbox-photo-finish-primer-oil.html?___store=default","SMASHBOX Photo Finish Primer Oil","241.000000","181.000000","Smashbox"
"Tarte-DD-2300334","in stock","new","For seamless, mess-free application, apply using the custom foundation brush &amp; spatula. Scoop out a quarter size amount of foundation onto the back of your hand using the brush's mini spatula. Then, use the opposite angled brush to apply foundation in buffing, circular motions until even and full coverage is achieved.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/m/e/me_7.jpg","https://stage-glamazle.hyperx.cloud/tarte-double-duty-beauty-empowered-hybrid-gel-foundation-medium-honey.html?___store=default","TARTE Double Duty Beauty Empowered Hybrid Gel Foundation - Medium Honey","224.000000","140.000000","Tarte"
"681619806735","out of stock","new","Equipped with an injection molded wand, Mad Lash transforms your lashes to new levels of height and fullness. The phenomenal formula delivers intense volume and definition in a rich black shade that&rsquo;ll bring your lashes to life.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/u/cu.jpg","https://stage-glamazle.hyperx.cloud/thebalm-mad-lash-mascara.html?___store=default","TheBalm Mad Lash Mascara","70.000000","52.000000","TheBalm"
"681619805080","in stock","new","Steal the spotlight with this theBalm La Balmba eye shadow palette. BENEFITS:Long wearing, triple-milled shadows have a velvety-smooth texture.SUGGESTED USE:Eye shadows can be used wet or dry.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/l/l/lll.jpg","https://stage-glamazle.hyperx.cloud/thebalm-la-balmba-vol-2.html?___store=default","TheBalm La Balmba Vol. 2","80.000000","56.000000","TheBalm"
"MC103","out of stock","new","Since our Matte Lip Colours dry ultra matte, it is extremely important to buff your lips with our Sugar Pouts lip scrub prior to applying Ultra Mattes. Your lips should be free of dead skin. Then, moisturize lips with your favorite lip balm. Blot away excess moisture with a tissue or powder lips before applying Ultra Mattes. Now you are ready to apply your favorite Ultra Mattes color for a smudge proof wear. Be sure to apply a thin, even layer. If too much product is applied it will not dry properly and may flake.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/m/o/mo.jpeg","https://stage-glamazle.hyperx.cloud/d-benoit-matte-lip-colour-mon-cheir.html?___store=default","D.Benoit Matte Lip Colour - Mon Cheri","69.000000","5.000000","D.Benoit"
"MC104","in stock","new","Since our Matte Lip Colours dry ultra matte, it is extremely important to buff your lips with our Sugar Pouts lip scrub prior to applying Ultra Mattes. Your lips should be free of dead skin. Then, moisturize lips with your favorite lip balm. Blot away excess moisture with a tissue or powder lips before applying Ultra Mattes. Now you are ready to apply your favorite Ultra Mattes color for a smudge proof wear. Be sure to apply a thin, even layer. If too much product is applied it will not dry properly and may flake.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/h/cho.jpeg","https://stage-glamazle.hyperx.cloud/d-benoit-matte-lip-colour-chocolate-tsunami.html?___store=default","D.Benoit Matte Lip Colour - Chocolate Tsunami","69.000000","5.000000","D.Benoit"
"MC105","out of stock","new","Since our Matte Lip Colours dry ultra matte, it is extremely important to buff your lips with our Sugar Pouts lip scrub prior to applying Ultra Mattes. Your lips should be free of dead skin. Then, moisturize lips with your favorite lip balm. Blot away excess moisture with a tissue or powder lips before applying Ultra Mattes. Now you are ready to apply your favorite Ultra Mattes color for a smudge proof wear. Be sure to apply a thin, even layer. If too much product is applied it will not dry properly and may flake.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/t/e/tem.jpeg","https://stage-glamazle.hyperx.cloud/d-benoit-matte-lip-colour-temptation.html?___store=default","D.Benoit Matte Lip Colour - Temptation","69.000000","9.000000","D.Benoit"
"MC106","out of stock","new","Since our Matte Lip Colours dry ultra matte, it is extremely important to buff your lips with our Sugar Pouts lip scrub prior to applying Ultra Mattes. Your lips should be free of dead skin. Then, moisturize lips with your favorite lip balm. Blot away excess moisture with a tissue or powder lips before applying Ultra Mattes. Now you are ready to apply your favorite Ultra Mattes color for a smudge proof wear. Be sure to apply a thin, even layer. If too much product is applied it will not dry properly and may flake.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/f/e/fer.jpeg","https://stage-glamazle.hyperx.cloud/d-benoit-matte-lip-colour-french-merlot-ii.html?___store=default","D.Benoit Matte Lip Colour - French Merlot II","69.000000","5.000000","D.Benoit"
"LP201","out of stock","new","Ingredients:Ricinus Communis Oil, Microcrystalline Wax, Paraffin, Petrolatum, 2-Ethylhexyl Palmitate, Carnauba Cera, Cera Alba, Lanolin, BHT, Propylparaben.
Directions:For long lasting color, outline lips, then apply pencil over entire lip area. Finish with any D. Benoit lipstick, lip creme, or lip glaze for long lasting color.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/b/o/bo_10.jpg","https://stage-glamazle.hyperx.cloud/d-benoit-long-wear-lip-pencil-bourgoigne.html?___store=default","D.Benoit Long Wear Lip Pencil - Bourgoigne","49.000000","5.000000","D.Benoit"
"LP210","out of stock","new","Ingredients:Ricinus Communis Oil, Microcrystalline Wax, Paraffin, Petrolatum, 2-Ethylhexyl Palmitate, Carnauba Cera, Cera Alba, Lanolin, BHT, Propylparaben.
Directions:For long lasting color, outline lips, then apply pencil over entire lip area. Finish with any D. Benoit lipstick, lip creme, or lip glaze for long lasting color.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/t/r/tro_1.jpg","https://stage-glamazle.hyperx.cloud/d-benoit-long-wear-lip-pencil-tropical-pink.html?___store=default","D.Benoit Long Wear Lip Pencil - Tropical Pink","49.000000","5.000000","D.Benoit"
"ABH-wiz-medbrown","in stock","new","Brow Wiz's ultra-fine, retractable tip is perfect for spot-filling in areas where brow hair is sparse by mimicking fine, hair-like strokes.
Use Brow Wiz to create a perfect arch that follows your natural bone structure.
-Brush you brow hair up vertically with the spooley end and draw a thin line along the hairline following the lower arch.&nbsp;-Brush your brow hair down and define the top of your brow arch in the same way.&nbsp;-Fill in any gaps or sparse areas and groom the color through your brows.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/m/e/med_3.jpg","https://stage-glamazle.hyperx.cloud/anastasia-beverly-hills-brow-wiz-medium-brown.html?___store=default","Anastasia Brow Wiz - Medium Brown","114.000000","100.000000","Anastasia"
"LC103","in stock","new","Perlees are highly pigmented metallic lipsticks with an iridescent glow reminiscent of ultra-fine pearls. Lightweight, non-drying matte formula wears all day. Lush floral packaging reveals a bouquet of 90s-inspired shades - a real treat for lipstick lovers looking to enhance their collection with something different!","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/r/o/ros_2.jpg","https://stage-glamazle.hyperx.cloud/lime-crime-perless-lipstick-roswell.html?___store=default","Lime Crime Perless Lipstick Roswell","89.000000","10.000000","Lime Crime"
"LC114","in stock","new","Inspired by the luxurious texture of rose petals, Velvetine liquid matte lipstick dries to a touch-proof velvet finish. Remove with waterproof makeup remover or oil.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/2/_/2_4.jpg","https://stage-glamazle.hyperx.cloud/lime-crime-velvetines-2-moods-duo.html?___store=default","Lime Crime Velvetines 2 Moods Duo","164.000000","36.000000","Lime Crime"
"681619806414","in stock","new","These high-pigment shadow and base multi-taskers come in eight blendable and buildable shades - score! Batter Up is formulated to guarantee you&rsquo;ve got your winning face on, even after extra innings!","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/u/curv.jpg","https://stage-glamazle.hyperx.cloud/thebalm-batter-up-eyeshadow-stick-curveball.html?___store=default","TheBalm Batter Up Eyeshadow Stick - CurveBall","64.000000","45.000000","TheBalm"
"681619806421","in stock","new","These high-pigment shadow and base multi-taskers come in eight blendable and buildable shades score! Batter Up is formulated to guarantee you've got your winning face on, even after extra innings!","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/o/u/ou_2.jpg","https://stage-glamazle.hyperx.cloud/thebalm-batter-up-eyeshadow-stick-outfield.html?___store=default","TheBalm Batter Up Eyeshadow Stick - Outfield","64.000000","45.000000","TheBalm"
"KA-guardianangel","in stock","new","Perfect for crafting a sumptuous 'strobing' effect for the skin, The Guardian Angel Cream Highlighter utilises a decadent texture for a pure and delectable application that will illuminate the complexion with angelic results.
Ideal for crafting an ethereal finish for the skin, this enchanting beauty necessity acts like a veil of succulent perfection over the face, highlighting the cheekbones, the cupid's bow, the brow bone and wherever else you desire.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/k/e/ke_1_1.jpg","https://stage-glamazle.hyperx.cloud/kevyn-aucointhe-guardian-angel-cream-highlighter.html?___store=default","KEVYN AUCOINThe Guardian Angel Cream Highlighter","250.000000","159.000000","Kevyn Aucoin"
"BU-NPLI 1","in stock","new","The Anti Shine Loose Powder offers five different shades to satisfy all women of color. Thanks to its exceptionally silky and fine texture, this powder blends perfectly with the skin. Spherical powders provide an ultra-matte effect and help to control shine for a flawless makeup result that lasts throughout the day. The result is a perfectly even, matte, and illuminated complexion.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/l/i/li_2_3.jpg","https://stage-glamazle.hyperx.cloud/black-up-anti-shine-loose-powder-npli-1-light.html?___store=default","Black Up Anti Shine Loose Powder - NPLI 1 - light","176.000000","89.000000","Black Up"
"BU-NPLI 3","in stock","new","The Anti Shine Loose Powder offers five different shades to satisfy all women of color. Thanks to its exceptionally silky and fine texture, this powder blends perfectly with the skin. Spherical powders provide an ultra-matte effect and help to control shine for a flawless makeup result that lasts throughout the day. The result is a perfectly even, matte, and illuminated complexion.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/m/e/me_9.jpg","https://stage-glamazle.hyperx.cloud/black-up-anti-shine-loose-powder-npli-3-medium.html?___store=default","Black Up Anti Shine Loose Powder - NPLI 3 - medium","176.000000","89.000000","Black Up"
"858863005201","in stock","new","DIRECTIONS FOR USE: Apply a generous layer of liquid lipstick and allow it to dry. Apply another layer for full pigmentation. Line and fill in lips for the sharpest lines or use an angle brush to line lips with liquid lipstick. Avoid licking lips and eating oily foods for longer wear. For extra comfort and longer wear, apply a gloss on top.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/f/l/fl_1_1.jpg","https://stage-glamazle.hyperx.cloud/violet-voss-matte-liquid-lipstick-flirt.html?___store=default","Violet Voss Matte Liquid Lipstick - Flirt","60.000000","15.000000","Violet voss"
"Got Lucky","in stock","new","Its innovative, moisturizing formula gives lips long-lasting, pigment-rich color that glides over lips like a gloss but dries to a true matte finish.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/g/_/g_3_2.jpg","https://stage-glamazle.hyperx.cloud/lipland-liquid-lipstick-got-lucky.html?___store=default","Lipland Liquid Lipstick - Got Lucky","72.000000","25.000000","Lipland"
"Olympus","in stock","new","Its innovative, moisture rich gives lips long-lasting, highly pigmented color that glides over lips like a gloss but dries to a true matte finish.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/o/l/oly.jpg","https://stage-glamazle.hyperx.cloud/lipland-liquid-lipstick-olympus.html?___store=default","Lipland Liquid Lipstick - Olympus","72.000000","25.000000","Lipland"
"Spotlight","in stock","new","This unforgettable true nude color is made to throw shade and put the 'spotlight' where it belongs... On you!","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/p/spotlight3_large.png","https://stage-glamazle.hyperx.cloud/lipland-amrezy-collection-liquid-lipstick-spotlight.html?___store=default","Lipland AMREZY Collection liquid lipstick - Spotlight","72.000000","25.000000","Lipland"
"Andromeda","in stock","new","This matte shade says you've arrived and you're here to stay.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/a/n/an_1_1.jpg","https://stage-glamazle.hyperx.cloud/lipland-lip-crayon-andromeda.html?___store=default","Lipland Lip Crayon - Andromeda","68.000000","25.000000","Lipland"
"Tartle","in stock","new","The crayon tip allows for even application when worn on its own or can be used to create a cool ombre effect","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/t/_/t_3.jpg","https://stage-glamazle.hyperx.cloud/lipland-lip-crayon-tartle.html?___store=default","Lipland Lip Crayon - Tartle","68.000000","25.000000","Lipland"
"CF-Sunset","in stock","new","Custom Enhancer Drops makes bringing adding a highlighting, strobing, or bronzing effect to any liquid cosmetic or skincare product easy. Add them to your favorite foundation, primer, serum, and moisturizer. Available in six universal shades, including four illuminators and two bronzers, these drops can also be used alone, even on top of powder, to create a buildable highlight or sunkissed tint. Custom Enhancer Drops were formulated with a high concentration of pearls that produce a lit-from-within glow without appearing too glittery or overdone. The more drops you use, the more luminosity you&rsquo;ll get. The result is a beautiful, camera-ready, radiant finish.","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//7/1/71zy_idsbal._sl1500_.jpg","https://stage-glamazle.hyperx.cloud/cover-fx-custom-enhancer-drops-sunset.html?___store=default","COVER FX Custom Enhancer Drops - Sunset","210.000000","70.000000","Cover FX"
